"parent_industry","industry","company_id"
Construction,Construction,54620
Banking,Banking and Financial Services,54623
Telecommunications,Communications Services,54624
Education,Education,54624
Media,Media,54626
Discrete Manufacturing,Automotive,54626
Professional Services,Software and IT Services,54629
Banking,Banking and Financial Services,54638
Professional Services,Software and IT Services,54638
Discrete Manufacturing,Automotive,54641
Transportation,Transportation,54641
Professional Services,Software and IT Services,54645
Education,Education,54645
Retail,Retail,54645
Transportation,Transportation,54649
Discrete Manufacturing,Other Discrete Manufacturing,54649
Professional Services,Software and IT Services,54651
Banking,Banking and Financial Services,54652
Discrete Manufacturing,Automotive,54658
Construction,Construction,54658
Transportation,Transportation,54658
Retail,Retail,54658
Utilities,Utilities,54659
Resource Industries,Oil & Gas,54659
Education,Education,54662
Retail,Retail,54662
Media,Media,54668
Discrete Manufacturing,Automotive,54668
Discrete Manufacturing,Automotive,54669
Transportation,Transportation,54670
Professional Services,Online Properties,54677
Professional Services,Software and IT Services,54677
Media,Media,54687
Education,Education,54687
Media,Media,54688
Banking,Banking and Financial Services,54691
Media,Media,54703
Education,Education,54703
Transportation,Transportation,54703
Professional Services,Business Services,54710
Retail,Retail,54711
Professional Services,Business Services,54713
Discrete Manufacturing,Automotive,54713
Construction,Construction,54713
Education,Education,54713
Transportation,Transportation,54713
Retail,Retail,54713
Professional Services,Business Services,54722
Retail,Other Retail,54725
Professional Services,Software and IT Services,54726
Telecommunications,Communications Services,54728
Personal and Consumer Services,Consumer & Recreational Services,54728
Professional Services,Software and IT Services,54729
Retail,Retail,54730
Banking,Banking and Financial Services,54732
Education,Education,54732
Retail,Retail,54732
Retail,Retail,54738
Education,Education,54742
Retail,Other Retail,54746
Telecommunications,Communications Services,54746
Healthcare Provider,Health,54746
Education,Education,54748
Resource Industries,Oil & Gas,54749
Construction,Construction,54750
Retail,Retail,54750
Construction,Construction,54751
Transportation,Transportation,54751
Education,Education,54753
Discrete Manufacturing,Automotive,54754
Professional Services,Software and IT Services,54755
Discrete Manufacturing,Automotive,54755
Education,Education,54755
Retail,Retail,54755
Education,Education,54759
Education,Education,54761
Banking,Banking and Financial Services,54763
Professional Services,Business Services,54765
Construction,Construction,54765
Telecommunications,Communications Services,54765
Professional Services,Software and IT Services,54767
Professional Services,Business Services,54768
Banking,Banking and Financial Services,54768
Discrete Manufacturing,Automotive,54769
Utilities,Utilities,54770
Education,Education,54770
Education,Education,54782
Utilities,Utilities,54783
Education,Education,54787
Discrete Manufacturing,Automotive,54791
Transportation,Transportation,54791
Media,Media,54796
Education,Education,54796
Retail,Retail,54796
Education,Education,54798
Retail,Retail,54798
Media,Media,54799
Retail,Retail,54799
Professional Services,Software and IT Services,54804
Telecommunications,Communications Services,54804
Professional Services,Business Services,54806
Construction,Construction,54806
Education,Education,54806
Discrete Manufacturing,Automotive,54809
Construction,Construction,54809
Education,Education,54809
Retail,Retail,54809
Utilities,Utilities,54811
Education,Education,54811
Transportation,Transportation,54811
Retail,Retail,54811
Professional Services,Software and IT Services,54812
Professional Services,Business Services,54816
Professional Services,Business Services,54818
Banking,Banking and Financial Services,54818
Professional Services,Software and IT Services,54818
Retail,Other Retail,54818
Discrete Manufacturing,Other Discrete Manufacturing,54818
Retail,Retail,54818
Healthcare Provider,Health,54818
Utilities,Utilities,54824
Banking,Banking and Financial Services,54824
Retail,Retail,54831
Utilities,Utilities,54833
Utilities,Utilities,54837
Transportation,Transportation,54837
Professional Services,Software and IT Services,54841
Education,Education,54841
Transportation,Transportation,54845
Retail,Other Retail,54846
Retail,Retail,54846
Utilities,Utilities,54847
Education,Education,54847
Transportation,Transportation,54847
Discrete Manufacturing,Automotive,54851
Construction,Construction,54851
Education,Education,54851
Transportation,Transportation,54851
Retail,Retail,54851
Education,Education,54853
Professional Services,Business Services,54855
Education,Education,54856
Education,Education,54857
Education,Education,54863
Professional Services,Software and IT Services,54864
Education,Education,54867
Federal/Central Government,Federal/Central Government,54869
Professional Services,Software and IT Services,54873
Healthcare Provider,Health,54873
Media,Media,54876
Retail,Retail,54876
Professional Services,Software and IT Services,54877
Insurance,Insurance Carriers,54877
Education,Education,54878
Construction,Construction,54882
Retail,Retail,54882
Media,Media,54884
Banking,Banking and Financial Services,54884
Discrete Manufacturing,Automotive,54884
Retail,Other Retail,54884
Telecommunications,Communications Services,54884
Retail,Retail,54884
Healthcare Provider,Health,54884
Retail,Other Retail,54886
Construction,Construction,54887
Education,Education,54887
Banking,Banking and Financial Services,54892
Telecommunications,Communications Services,54892
Professional Services,Software and IT Services,54893
Professional Services,Business Services,54894
Professional Services,Business Services,54896
Professional Services,Business Services,54897
Professional Services,Software and IT Services,54898
Retail,Other Retail,54899
Media,Media,54901
Retail,Retail,54901
Media,Media,54902
Education,Education,54902
Education,Education,54906
Professional Services,Business Services,54907
Banking,Banking and Financial Services,54909
Education,Education,54909
Professional Services,Software and IT Services,54911
Discrete Manufacturing,Automotive,54915
Education,Education,54915
Education,Education,54916
Media,Media,54919
Construction,Construction,54920
Banking,Banking and Financial Services,54921
Professional Services,Software and IT Services,54921
Retail,Retail,54921
Professional Services,Software and IT Services,54928
Professional Services,Software and IT Services,54929
Discrete Manufacturing,Automotive,54929
Utilities,Utilities,54931
Banking,Banking and Financial Services,54931
Telecommunications,Communications Services,54931
Media,Media,54932
Professional Services,Software and IT Services,54932
Telecommunications,Communications Services,54932
Professional Services,Software and IT Services,54935
Professional Services,Software and IT Services,54936
Education,Education,54936
Professional Services,Software and IT Services,54937
Professional Services,Software and IT Services,54938
Utilities,Utilities,54940
Telecommunications,Communications Services,54940
Transportation,Transportation,54940
Telecommunications,Communications Services,54941
Professional Services,Software and IT Services,54945
Media,Media,54946
Education,Education,54946
Retail,Retail,54957
Professional Services,Software and IT Services,54959
Media,Media,54960
Utilities,Utilities,54962
Media,Media,54962
Discrete Manufacturing,Automotive,54962
Construction,Construction,54962
Education,Education,54962
Transportation,Transportation,54962
Retail,Retail,54962
