"third_platform_category","third_platform_detail","company_id"
Innovation Accelerators,Internet of Things (IoT),14714
Pillars,Social,14716
Pillars,Social,14717
Pillars,Social,14720
Innovation Accelerators,"3D Printing",14723
Innovation Accelerators,AR/VR,14723
Innovation Accelerators,Next Generation Security,14724
Pillars,Social,14725
Innovation Accelerators,Blockchain,14729
Pillars,Social,14732
Pillars,Social,14733
Innovation Accelerators,Internet of Things (IoT),14741
Pillars,Social,14752
Pillars,Social,14753
Pillars,Social,14758
Innovation Accelerators,AR/VR,14760
Pillars,Social,14775
Innovation Accelerators,AR/VR,14784
Pillars,Social,14787
Pillars,Social,14790
Pillars,Social,14792
Pillars,Social,14793
Pillars,Social,14807
Innovation Accelerators,Internet of Things (IoT),14807
Pillars,Social,14808
Innovation Accelerators,Next Generation Security,14810
Pillars,Social,14817
Pillars,Social,14825
Pillars,Social,14828
Innovation Accelerators,Internet of Things (IoT),14828
Pillars,Social,14832
Pillars,Social,14836
Innovation Accelerators,Internet of Things (IoT),14836
Pillars,Social,14839
Pillars,Social,14840
Pillars,Social,14843
Pillars,Social,14844
Pillars,Social,14845
Pillars,Social,14846
Pillars,Social,14847
Pillars,Social,14851
Innovation Accelerators,Internet of Things (IoT),14851
Innovation Accelerators,Robotics,14851
Innovation Accelerators,"3D Printing",14851
Pillars,Social,14853
Pillars,Social,14863
Innovation Accelerators,Next Generation Security,14867
Pillars,Social,14876
Innovation Accelerators,Blockchain,14879
Pillars,Social,14885
Innovation Accelerators,"3D Printing",14885
Innovation Accelerators,AR/VR,14885
Pillars,Social,14889
Pillars,Social,14892
Pillars,Social,14893
Innovation Accelerators,Internet of Things (IoT),14893
Pillars,Social,14895
Pillars,Social,14897
Pillars,Social,14900
Innovation Accelerators,Artificial Intelligence Systems,14902
Pillars,Social,14913
Pillars,Social,14915
Pillars,Social,14917
Innovation Accelerators,Internet of Things (IoT),14918
Innovation Accelerators,Internet of Things (IoT),14920
Pillars,Social,14922
Innovation Accelerators,Robotics,14929
Pillars,Social,14936
Innovation Accelerators,Robotics,14940
Pillars,Social,14941
Pillars,Social,14945
Pillars,Social,14947
Innovation Accelerators,Robotics,14947
Pillars,Social,14948
Pillars,Social,14951
Pillars,Big Data and Analytics,14956
Pillars,Social,14957
Innovation Accelerators,"3D Printing",14958
Innovation Accelerators,AR/VR,14958
Pillars,Social,14980
Innovation Accelerators,Internet of Things (IoT),14980
Pillars,Social,14985
Pillars,Social,14986
Innovation Accelerators,Blockchain,14987
Pillars,Social,14991
Pillars,Social,14993
Pillars,Social,14994
Innovation Accelerators,"3D Printing",14995
Pillars,Social,14997
Innovation Accelerators,Internet of Things (IoT),14999
Innovation Accelerators,Internet of Things (IoT),15005
Pillars,Social,15006
Pillars,Social,15009
Pillars,Social,15017
Pillars,Social,15025
Pillars,Social,15031
Innovation Accelerators,Internet of Things (IoT),15032
Pillars,Social,15036
Pillars,Social,15038
Pillars,Social,15041
Innovation Accelerators,Internet of Things (IoT),15041
Pillars,Social,15043
Innovation Accelerators,Internet of Things (IoT),15043
Innovation Accelerators,Artificial Intelligence Systems,15044
Pillars,Social,15045
Pillars,Social,15048
Pillars,Social,15073
Innovation Accelerators,"3D Printing",15084
Pillars,Social,15088
Innovation Accelerators,Internet of Things (IoT),15088
Pillars,Social,15089
Innovation Accelerators,Internet of Things (IoT),15094
Pillars,Social,15095
Pillars,Social,15101
Innovation Accelerators,Internet of Things (IoT),15101
Pillars,Social,15107
Pillars,Social,15113
Pillars,Social,15114
Innovation Accelerators,Next Generation Security,15116
Innovation Accelerators,Artificial Intelligence Systems,15119
Pillars,Social,15122
Innovation Accelerators,Next Generation Security,15127
Pillars,Social,15133
Innovation Accelerators,Artificial Intelligence Systems,15134
Pillars,Social,15142
Pillars,Social,15143
Innovation Accelerators,Artificial Intelligence Systems,15149
Innovation Accelerators,Artificial Intelligence Systems,15153
Pillars,Social,15156
Innovation Accelerators,Internet of Things (IoT),15156
Innovation Accelerators,Blockchain,15156
Pillars,Social,15157
Pillars,Social,15173
Innovation Accelerators,Internet of Things (IoT),15173
Pillars,Social,15174
Pillars,Social,15176
Pillars,Social,15180
Pillars,Social,15183
Pillars,Social,15188
Pillars,Social,15193
Pillars,Social,15196
Pillars,Social,15197
Innovation Accelerators,Blockchain,15197
Pillars,Social,15210
Pillars,Social,15217
Pillars,Social,15219
Pillars,Social,15221
Pillars,Social,15223
Pillars,Social,15224
Pillars,Social,15226
Innovation Accelerators,AR/VR,15228
Pillars,Social,15229
Innovation Accelerators,Artificial Intelligence Systems,15238
Innovation Accelerators,Artificial Intelligence Systems,15242
Innovation Accelerators,Artificial Intelligence Systems,15244
Pillars,Social,15253
Innovation Accelerators,Next Generation Security,15253
Pillars,Social,15258
Pillars,Social,15259
Pillars,Social,15261
Pillars,Social,15262
Pillars,Social,15267
Pillars,Social,15268
Pillars,Social,15274
Innovation Accelerators,Next Generation Security,15274
Pillars,Social,15281
Pillars,Social,15283
Pillars,Social,15284
Innovation Accelerators,Internet of Things (IoT),15284
Pillars,Social,15285
Pillars,Social,15287
Pillars,Social,15293
Pillars,Social,15303
Innovation Accelerators,Artificial Intelligence Systems,15305
Innovation Accelerators,Blockchain,15305
Innovation Accelerators,Artificial Intelligence Systems,15306
Pillars,Social,15311
Pillars,Social,15317
Innovation Accelerators,Robotics,15333
Pillars,Social,15355
Innovation Accelerators,Internet of Things (IoT),15355
Pillars,Social,15381
Innovation Accelerators,Blockchain,15385
Pillars,Social,15395
Pillars,Social,15396
Innovation Accelerators,Internet of Things (IoT),15396
Innovation Accelerators,Blockchain,15396
Pillars,Social,15397
Pillars,Social,15400
Innovation Accelerators,Next Generation Security,15408
Pillars,Social,15422
Innovation Accelerators,Internet of Things (IoT),15422
Pillars,Social,15424
Pillars,Social,15426
Innovation Accelerators,Internet of Things (IoT),15426
Pillars,Social,15435
Pillars,Social,15438
Pillars,Social,15441
Pillars,Social,15443
Pillars,Social,15445
Pillars,Social,15446
Pillars,Social,15452
Pillars,Social,15455
Innovation Accelerators,Internet of Things (IoT),15455
Pillars,Social,15456
Innovation Accelerators,Internet of Things (IoT),15456
Innovation Accelerators,Artificial Intelligence Systems,15473
Pillars,Social,15480
Pillars,Social,15481
Innovation Accelerators,Internet of Things (IoT),15481
Innovation Accelerators,Internet of Things (IoT),15482
